DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
350,170,CONTRACT,Master Supply Agreement - Apex Hydraulic Partners,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Apex Hydraulic Partners (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-03-21.

2. PRICING: 
   - Base unit price: $3920.98 per unit
   - Annual price adjustment: Maximum 7% based on commodity index
   - Volume discounts: 8% for orders exceeding 3224 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 31 days from PO receipt
   - Delivery terms: DDP
   - On-time delivery target: 94%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 33 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 43 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Apex Hydraulic Partners covering pricing, delivery, quality, and indemnification terms.",2023-03-21,2026-02-11,ACTIVE,/documents/contract/170/350.pdf,417887,SYSTEM,2023-03-21 00:00:00,SYSTEM,2023-03-21 00:00:00
351,170,COMPLIANCE,Regulatory Compliance Certificate - Apex Hydraulic Partners,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-219072
Issued To: Apex Hydraulic Partners
Effective Date: 2023-09-28
Expiration Date: 2025-10-20

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: Compliant
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-06-21
Inspection Result: NAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Apex Hydraulic Partners maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Apex Hydraulic Partners including FDA, ISO, and GMP certifications.",2023-09-28,2025-10-20,ACTIVE,/documents/compliance/170/351.pdf,142483,SYSTEM,2023-09-28 00:00:00,SYSTEM,2023-09-28 00:00:00
352,171,CONTRACT,Master Supply Agreement - Atlantic Composite Group,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Atlantic Composite Group (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-05-09.

2. PRICING: 
   - Base unit price: $9431.7 per unit
   - Annual price adjustment: Maximum 4% based on commodity index
   - Volume discounts: 15% for orders exceeding 5882 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 31 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 96%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Receiving
   - Warranty period: 17 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 84 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Atlantic Composite Group covering pricing, delivery, quality, and indemnification terms.",2023-05-09,2025-01-21,ACTIVE,/documents/contract/171/352.pdf,182385,SYSTEM,2023-05-09 00:00:00,SYSTEM,2023-05-09 00:00:00
353,172,COMPLIANCE,Regulatory Compliance Certificate - Strategic Composite S.A.,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-240608
Issued To: Strategic Composite S.A.
Effective Date: 2023-05-05
Expiration Date: 2025-03-07

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: N/A
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-26
Inspection Result: No Observations
Form 483 Observations: 0

WARNING LETTERS:
No warning letters on file

This certificate confirms that Strategic Composite S.A. maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Strategic Composite S.A. including FDA, ISO, and GMP certifications.",2023-05-05,2025-03-07,ACTIVE,/documents/compliance/172/353.pdf,408404,SYSTEM,2023-05-05 00:00:00,SYSTEM,2023-05-05 00:00:00
354,172,AUDIT,Quality Audit Report - Strategic Composite S.A.,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Strategic Composite S.A.
Audit Date: 2023-04-23
Audit Type: Surveillance
Auditor: Auditor-24

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Good
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.71
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Excellent

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 2 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-04-22","Quality audit findings for Strategic Composite S.A. covering QMS, manufacturing, and compliance.",2023-04-23,2025-05-06,ACTIVE,/documents/audit/172/354.pdf,459647,SYSTEM,2023-04-23 00:00:00,SYSTEM,2023-04-23 00:00:00
355,173,CONTRACT,Master Supply Agreement - Dynamic Pneumatic Solutions,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Dynamic Pneumatic Solutions (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-07-12.

2. PRICING: 
   - Base unit price: $6874.28 per unit
   - Annual price adjustment: Maximum 8% based on commodity index
   - Volume discounts: 7% for orders exceeding 8015 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 22 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 98%

5. QUALITY:
   - Acceptance rate target: 95%
   - Inspection requirements: Source
   - Warranty period: 23 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 89 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Dynamic Pneumatic Solutions covering pricing, delivery, quality, and indemnification terms.",2023-07-12,2026-03-30,ACTIVE,/documents/contract/173/355.pdf,108969,SYSTEM,2023-07-12 00:00:00,SYSTEM,2023-07-12 00:00:00
356,173,AUDIT,Quality Audit Report - Dynamic Pneumatic Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Dynamic Pneumatic Solutions
Audit Date: 2023-04-30
Audit Type: For-Cause
Auditor: Auditor-21

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Excellent
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.96
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Partial
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 0 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-04-29","Quality audit findings for Dynamic Pneumatic Solutions covering QMS, manufacturing, and compliance.",2023-04-30,2024-05-21,ACTIVE,/documents/audit/173/356.pdf,401500,SYSTEM,2023-04-30 00:00:00,SYSTEM,2023-04-30 00:00:00
357,173,CONTRACT,Master Supply Agreement - Dynamic Pneumatic Solutions,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Dynamic Pneumatic Solutions (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-11-28.

2. PRICING: 
   - Base unit price: $5929.48 per unit
   - Annual price adjustment: Maximum 5% based on commodity index
   - Volume discounts: 9% for orders exceeding 4644 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 43 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 95%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Source
   - Warranty period: 20 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 61 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Dynamic Pneumatic Solutions covering pricing, delivery, quality, and indemnification terms.",2023-11-28,2025-07-16,ACTIVE,/documents/contract/173/357.pdf,91338,SYSTEM,2023-11-28 00:00:00,SYSTEM,2023-11-28 00:00:00
358,174,COMPLIANCE,Regulatory Compliance Certificate - Premier Chemical Ltd,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-231143
Issued To: Premier Chemical Ltd
Effective Date: 2023-04-03
Expiration Date: 2024-12-18

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2022-06-08
Inspection Result: VAI
Form 483 Observations: 2

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Chemical Ltd maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Premier Chemical Ltd including FDA, ISO, and GMP certifications.",2023-04-03,2024-12-18,ACTIVE,/documents/compliance/174/358.pdf,150816,SYSTEM,2023-04-03 00:00:00,SYSTEM,2023-04-03 00:00:00
359,174,COMPLIANCE,Regulatory Compliance Certificate - Premier Chemical Ltd,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-484262
Issued To: Premier Chemical Ltd
Effective Date: 2023-02-01
Expiration Date: 2025-05-31

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2022-04-06
Inspection Result: No Observations
Form 483 Observations: 1

WARNING LETTERS:
Warning letter dated 2022-08-05 regarding contamination controls

This certificate confirms that Premier Chemical Ltd maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Premier Chemical Ltd including FDA, ISO, and GMP certifications.",2023-02-01,2025-05-31,ACTIVE,/documents/compliance/174/359.pdf,186660,SYSTEM,2023-02-01 00:00:00,SYSTEM,2023-02-01 00:00:00
360,174,REGULATORY,Regulatory Compliance Certificate - Premier Chemical Ltd,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-306762
Issued To: Premier Chemical Ltd
Effective Date: 2023-01-22
Expiration Date: 2024-06-27

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2022-06-28
Inspection Result: NAI
Form 483 Observations: 4

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Chemical Ltd maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Premier Chemical Ltd including FDA, ISO, and GMP certifications.",2023-01-22,2024-06-27,ACTIVE,/documents/regulatory/174/360.pdf,202233,SYSTEM,2023-01-22 00:00:00,SYSTEM,2023-01-22 00:00:00
361,175,CONTRACT,Master Supply Agreement - Allied Pneumatic Industries,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Allied Pneumatic Industries (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-07-09.

2. PRICING: 
   - Base unit price: $4768.66 per unit
   - Annual price adjustment: Maximum 3% based on commodity index
   - Volume discounts: 11% for orders exceeding 3066 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 14 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 91%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 29 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 36 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Allied Pneumatic Industries covering pricing, delivery, quality, and indemnification terms.",2023-07-09,2026-06-10,ACTIVE,/documents/contract/175/361.pdf,476563,SYSTEM,2023-07-09 00:00:00,SYSTEM,2023-07-09 00:00:00
362,175,COMPLIANCE,Regulatory Compliance Certificate - Allied Pneumatic Industries,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-471061
Issued To: Allied Pneumatic Industries
Effective Date: 2023-08-25
Expiration Date: 2025-03-14

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-1922572
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-12-27
Inspection Result: VAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Allied Pneumatic Industries maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Allied Pneumatic Industries including FDA, ISO, and GMP certifications.",2023-08-25,2025-03-14,ACTIVE,/documents/compliance/175/362.pdf,185740,SYSTEM,2023-08-25 00:00:00,SYSTEM,2023-08-25 00:00:00
